"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 19, 2018","7,924.17","7,951.92","7,956.40","7,911.35","380.70K","-0.23%"
"Sep 18, 2018","7,942.41","7,915.09","7,957.44","7,912.66","643.77K","0.29%"
"Sep 17, 2018","7,919.50","7,957.99","7,958.48","7,910.83","630.62K","-0.36%"
"Sep 14, 2018","7,948.46","7,969.79","7,971.99","7,899.66","468.05K","-0.37%"
"Sep 13, 2018","7,978.21","8,044.19","8,044.19","7,937.48","478.46K","-1.56%"
"Sep 10, 2018","8,104.27","8,120.44","8,226.84","8,091.92","362.84K","-0.16%"
"Sep 07, 2018","8,117.57","7,877.25","8,117.57","7,877.25","564.82K","2.71%"
"Sep 06, 2018","7,903.09","8,105.21","8,105.21","7,882.42","721.94K","-2.96%"
"Sep 05, 2018","8,144.13","8,260.52","8,275.57","8,106.07","791.84K","-1.76%"
"Sep 04, 2018","8,289.74","8,341.05","8,344.64","8,262.37","625.99K","-0.74%"
"Sep 03, 2018","8,351.59","8,416.56","8,416.56","8,315.61","339.57K","-0.79%"
"Aug 31, 2018","8,418.49","8,376.49","8,424.83","8,373.31","667.04K","0.42%"
"Aug 30, 2018","8,383.34","8,404.78","8,433.77","8,368.23","571.17K","-0.14%"
"Aug 29, 2018","8,395.02","8,422.83","8,431.38","8,376.34","601.67K","-0.43%"
"Aug 28, 2018","8,431.64","8,390.85","8,440.40","8,390.04","561.00K","0.45%"
"Aug 27, 2018","8,393.84","8,381.66","8,398.96","8,380.01","500.92K","0.06%"
"Aug 24, 2018","8,389.03","8,354.03","8,400.52","8,350.90","272.79K","0.37%"
"Aug 23, 2018","8,358.16","8,373.26","8,383.41","8,345.43","278.68K","-0.18%"
"Aug 20, 2018","8,373.47","8,359.43","8,373.47","8,347.02","219.03K","0.30%"
"Aug 17, 2018","8,348.01","8,363.13","8,364.83","8,329.84","702.92K","-0.21%"
"Aug 16, 2018","8,365.76","8,351.94","8,370.96","8,340.44","530.88K","0.17%"
"Aug 15, 2018","8,351.81","8,367.73","8,375.66","8,341.76","512.18K","-0.21%"
"Aug 14, 2018","8,369.64","8,350.57","8,399.59","8,350.57","406.31K","0.33%"
"Aug 10, 2018","8,341.75","8,375.31","8,388.86","8,339.44","704.34K","-0.58%"
"Aug 09, 2018","8,390.06","8,371.71","8,394.20","8,353.23","903.97K","0.19%"
"Aug 08, 2018","8,374.47","8,388.27","8,393.83","8,354.86","700.21K","-0.05%"
"Aug 07, 2018","8,378.26","8,375.35","8,400.47","8,370.61","597.63K","0.08%"
"Aug 06, 2018","8,371.49","8,405.80","8,414.91","8,370.98","499.44K","-0.10%"
"Aug 03, 2018","8,379.68","8,383.62","8,409.42","8,360.45","663.17K","0.03%"
"Aug 02, 2018","8,377.42","8,426.19","8,426.74","8,296.52","862.55K","-0.53%"
"Aug 01, 2018","8,422.13","8,408.41","8,457.82","8,369.28","989.15K","0.16%"
"Jul 31, 2018","8,408.80","8,335.01","8,408.80","8,335.01","1.04M","1.02%"
"Jul 30, 2018","8,324.30","8,305.47","8,325.94","8,294.48","1.11M","0.19%"
"Jul 27, 2018","8,308.16","8,251.05","8,309.11","8,251.05","947.28K","1.03%"
"Jul 26, 2018","8,223.84","8,163.41","8,223.84","8,162.01","819.83K","0.81%"
"Jul 24, 2018","8,157.88","8,170.40","8,186.02","8,148.88","656.75K","-0.17%"
"Jul 23, 2018","8,172.13","8,161.67","8,174.28","8,152.10","573.31K","0.11%"
"Jul 20, 2018","8,163.49","8,106.02","8,163.49","8,106.02","747.20K","0.67%"
"Jul 19, 2018","8,109.17","8,092.90","8,113.17","8,084.68","905.38K","0.20%"
"Jul 18, 2018","8,092.77","8,072.47","8,092.77","8,048.78","949.12K","0.33%"
"Jul 17, 2018","8,065.84","8,045.54","8,073.90","8,040.11","859.11K","0.20%"
"Jul 16, 2018","8,049.76","8,046.65","8,060.12","8,026.83","358.79K","-0.07%"
"Jul 13, 2018","8,055.19","8,032.77","8,055.19","8,029.30","1.35M","0.27%"
"Jul 12, 2018","8,033.25","8,045.23","8,070.40","8,027.79","522.51K","-0.16%"
"Jul 11, 2018","8,045.99","8,057.29","8,065.57","8,041.22","862.57K","-0.13%"
"Jul 10, 2018","8,056.07","8,055.63","8,081.47","8,055.63","362.60K","-0.17%"
"Jul 09, 2018","8,069.49","8,088.30","8,088.30","8,038.71","466.56K","-0.36%"
"Jul 06, 2018","8,098.38","8,093.43","8,100.68","8,071.60","631.32K","0.06%"
"Jul 05, 2018","8,093.14","8,078.96","8,093.14","8,070.77","550.80K","0.26%"
"Jul 04, 2018","8,072.23","8,066.43","8,073.17","8,046.26","696.36K","0.08%"
"Jul 03, 2018","8,065.46","8,058.10","8,078.57","8,015.67","498.80K","-0.01%"
"Jul 02, 2018","8,066.20","8,065.18","8,083.80","8,026.72","243.14K","0.09%"
"Jun 29, 2018","8,059.10","8,065.53","8,093.07","8,044.56","715.61K","-0.06%"
"Jun 28, 2018","8,064.15","8,079.49","8,116.30","8,063.70","951.12K","-0.01%"
"Jun 27, 2018","8,064.63","8,028.58","8,075.67","8,020.66","1.04M","0.47%"
"Jun 26, 2018","8,026.90","7,946.18","8,026.93","7,946.18","714.85K","0.72%"
"Jun 25, 2018","7,969.31","7,989.06","7,994.99","7,932.33","543.14K","-0.15%"
"Jun 22, 2018","7,981.24","7,920.53","7,996.68","7,885.16","771.85K","0.80%"
"Jun 21, 2018","7,917.65","7,975.61","7,975.61","7,907.68","781.31K","-0.80%"
"Jun 20, 2018","7,981.35","7,957.25","7,994.06","7,933.73","976.98K","0.41%"
"Jun 19, 2018","7,948.78","7,874.68","7,952.08","7,860.70","1.48M","0.95%"
"Jun 18, 2018","7,874.30","7,742.57","7,874.65","7,742.57","996.17K","1.42%"
"Jun 14, 2018","7,764.33","7,753.50","7,764.33","7,733.75","649.92K","0.22%"
"Jun 13, 2018","7,747.64","7,743.98","7,758.04","7,723.99","849.88K","0.05%"
"Jun 12, 2018","7,743.91","7,726.99","7,743.91","7,724.25","676.91K","0.28%"
"Jun 11, 2018","7,722.16","7,673.77","7,722.16","7,668.61","587.45K","0.59%"
"Jun 08, 2018","7,676.52","7,707.07","7,707.07","7,674.81","940.56K","-0.38%"
"Jun 07, 2018","7,705.73","7,705.67","7,723.64","7,690.74","1.24M","-0.00%"
"Jun 06, 2018","7,705.82","7,689.16","7,705.82","7,674.90","869.20K","0.25%"
"Jun 05, 2018","7,686.57","7,678.88","7,691.50","7,661.79","892.49K","0.15%"
"Jun 04, 2018","7,675.37","7,653.77","7,698.79","7,645.06","988.34K","0.36%"
"Jun 01, 2018","7,647.64","7,607.18","7,651.45","7,607.18","1.28M","0.42%"
"May 31, 2018","7,615.47","7,562.46","7,622.05","7,550.68","1.40M","0.68%"
"May 30, 2018","7,563.95","7,580.36","7,580.36","7,542.13","1.24M","-0.19%"
"May 29, 2018","7,577.98","7,598.88","7,598.88","7,534.37","1.58M","-0.27%"
"May 28, 2018","7,598.50","7,619.83","7,646.26","7,583.94","1.35M","-0.21%"
"May 25, 2018","7,614.77","7,569.62","7,631.78","7,569.62","1.84M","0.90%"
"May 24, 2018","7,547.05","7,470.88","7,547.20","7,470.88","1.91M","1.28%"
"May 23, 2018","7,451.53","7,380.28","7,457.56","7,377.71","1.63M","0.62%"
"May 22, 2018","7,405.87","7,394.02","7,407.89","7,362.31","1.91M","0.23%"
"May 21, 2018","7,389.07","7,375.29","7,406.64","7,359.99","481.65K","0.21%"
"May 18, 2018","7,373.55","7,359.58","7,388.03","7,357.54","731.98K","0.22%"
"May 17, 2018","7,357.26","7,408.01","7,420.77","7,346.32","583.74K","-0.66%"
"May 16, 2018","7,406.21","7,391.03","7,413.86","7,391.03","1.20M","0.20%"
"May 15, 2018","7,391.52","7,417.81","7,454.13","7,388.37","989.78K","-0.22%"
"May 14, 2018","7,407.60","7,354.81","7,411.42","7,353.07","653.80K","0.56%"
"May 11, 2018","7,366.16","7,319.83","7,382.46","7,311.92","1.82M","0.59%"
"May 10, 2018","7,322.76","7,244.50","7,322.76","7,228.57","941.98K","1.32%"
"May 09, 2018","7,227.44","7,191.75","7,242.74","7,191.75","778.25K","0.79%"
"May 08, 2018","7,170.61","7,166.45","7,180.29","7,145.53","1.56M","0.38%"
"May 07, 2018","7,143.53","7,144.03","7,167.83","7,132.93","758.57K","-0.00%"
"May 04, 2018","7,143.55","7,157.15","7,181.56","7,111.69","640.30K","0.22%"
"May 03, 2018","7,127.90","7,127.55","7,146.80","7,111.10","1.32M","0.14%"
"May 02, 2018","7,117.95","7,127.06","7,131.15","7,102.35","921.21K","-0.09%"
"Apr 30, 2018","7,124.53","7,125.27","7,140.31","7,093.41","483.31K","-0.01%"
"Apr 27, 2018","7,124.94","7,117.24","7,126.66","7,099.16","1.28M","0.17%"
"Apr 26, 2018","7,113.20","7,131.61","7,139.05","7,093.36","934.95K","-0.39%"
"Apr 25, 2018","7,141.13","7,136.71","7,144.27","7,119.75","1.17M","-0.05%"
"Apr 24, 2018","7,144.59","7,161.52","7,161.52","7,131.96","787.87K","-0.28%"
"Apr 23, 2018","7,164.45","7,151.31","7,171.15","7,148.70","1.06M","0.04%"
"Apr 20, 2018","7,161.37","7,145.77","7,175.03","7,143.54","927.47K","0.40%"
"Apr 19, 2018","7,132.92","7,153.15","7,153.15","7,120.17","559.02K","-0.20%"
"Apr 18, 2018","7,147.09","7,108.10","7,152.37","7,108.10","668.16K","0.73%"
"Apr 17, 2018","7,094.96","7,145.71","7,145.71","7,088.71","1.16M","-0.47%"
"Apr 16, 2018","7,128.82","7,127.87","7,141.72","7,110.95","494.26K","0.00%"
"Apr 13, 2018","7,128.54","7,071.08","7,128.59","7,055.69","653.05K","0.86%"
"Apr 12, 2018","7,067.88","6,996.15","7,069.06","6,996.15","267.85K","0.80%"
"Apr 11, 2018","7,011.95","7,030.35","7,049.71","6,953.98","520.48K","-0.27%"
"Apr 10, 2018","7,030.93","7,142.95","7,143.44","7,011.64","438.37K","-1.54%"
"Apr 06, 2018","7,140.61","7,177.95","7,179.73","7,138.63","480.70K","-0.60%"
"Apr 05, 2018","7,183.58","7,184.82","7,195.16","7,165.57","837.63K","0.20%"
"Apr 04, 2018","7,168.90","7,184.72","7,192.58","7,116.76","410.34K","-0.18%"
"Apr 03, 2018","7,181.99","7,161.73","7,185.11","7,148.36","657.37K","0.29%"
"Apr 02, 2018","7,161.36","7,135.75","7,180.64","7,135.40","782.28K","0.26%"
"Mar 30, 2018","7,142.65","7,110.94","7,159.07","7,110.94","816.43K","0.44%"
"Mar 29, 2018","7,111.07","7,089.68","7,130.31","7,087.04","562.09K","0.23%"
"Mar 28, 2018","7,094.70","7,095.27","7,099.27","7,080.30","499.86K","0.14%"
"Mar 27, 2018","7,084.48","7,048.68","7,085.71","7,048.68","683.00K","0.51%"
"Mar 26, 2018","7,048.68","7,048.57","7,071.92","7,034.33","460.19K","0.14%"
"Mar 23, 2018","7,038.91","7,043.36","7,056.14","7,027.78","886.34K","-0.04%"
"Mar 22, 2018","7,041.52","7,003.32","7,041.52","6,999.97","744.43K","0.57%"
"Mar 21, 2018","7,001.90","6,979.89","7,029.56","6,979.89","774.61K","0.30%"
"Mar 19, 2018","6,980.70","6,938.53","6,980.70","6,917.43","221.05K","0.70%"
"Mar 16, 2018","6,932.07","6,852.12","6,932.64","6,851.20","793.49K","1.23%"
"Mar 15, 2018","6,847.54","6,827.03","6,878.54","6,827.03","393.12K","0.31%"
"Mar 14, 2018","6,826.15","6,840.25","6,854.38","6,819.26","1.15M","-0.05%"
"Mar 13, 2018","6,829.62","6,812.57","6,853.80","6,808.00","328.29K","0.40%"
"Mar 12, 2018","6,802.72","6,798.00","6,816.39","6,790.75","463.42K","-0.10%"
"Mar 09, 2018","6,809.46","6,827.78","6,835.11","6,782.49","621.41K","0.19%"
"Mar 08, 2018","6,796.70","6,793.86","6,841.20","6,788.84","555.77K","0.08%"
"Mar 07, 2018","6,791.44","6,740.05","6,791.44","6,733.70","573.07K","0.82%"
"Mar 06, 2018","6,736.33","6,717.91","6,738.18","6,698.86","478.74K","0.27%"
"Mar 05, 2018","6,717.91","6,706.57","6,717.98","6,695.57","575.79K","0.22%"
"Mar 02, 2018","6,703.19","6,697.13","6,717.77","6,697.13","668.60K","0.10%"
"Mar 01, 2018","6,696.49","6,699.64","6,701.22","6,671.07","419.14K","-0.03%"
"Feb 28, 2018","6,698.51","6,693.62","6,701.75","6,670.01","428.76K","0.11%"
"Feb 27, 2018","6,691.45","6,693.08","6,698.91","6,684.01","652.73K","0.08%"
"Feb 26, 2018","6,686.10","6,664.82","6,705.50","6,664.82","594.15K","0.35%"
"Feb 23, 2018","6,662.57","6,629.30","6,672.08","6,624.54","520.97K","0.46%"
"Feb 22, 2018","6,632.30","6,603.06","6,634.00","6,580.53","457.02K","0.64%"
"Feb 21, 2018","6,590.36","6,572.62","6,594.84","6,567.05","541.14K","0.30%"
"Feb 20, 2018","6,570.48","6,561.89","6,570.49","6,526.09","342.47K","0.13%"
"Feb 19, 2018","6,562.16","6,573.60","6,574.84","6,553.72","367.15K","-0.16%"
"Feb 16, 2018","6,572.89","6,579.78","6,580.61","6,553.04","757.20K","-0.13%"
"Feb 15, 2018","6,581.68","6,591.52","6,591.98","6,572.70","635.23K","-0.07%"
"Feb 14, 2018","6,586.29","6,582.37","6,598.96","6,575.14","1.31M","0.03%"
"Feb 13, 2018","6,584.12","6,559.42","6,584.12","6,554.50","759.65K","0.39%"
"Feb 12, 2018","6,558.41","6,519.56","6,564.26","6,512.22","374.60K","0.65%"
"Feb 09, 2018","6,515.87","6,571.97","6,572.15","6,502.64","348.44K","-0.87%"
"Feb 08, 2018","6,573.04","6,576.30","6,576.30","6,549.54","562.06K","0.02%"
"Feb 07, 2018","6,571.60","6,623.99","6,658.30","6,550.29","1.06M","-0.67%"
"Feb 06, 2018","6,615.97","6,557.39","6,615.97","6,557.39","1.00M","0.88%"
"Feb 05, 2018","6,558.16","6,532.79","6,563.90","6,532.43","899.84K","0.65%"
"Feb 02, 2018","6,515.70","6,458.01","6,515.83","6,458.01","773.11K","0.89%"
"Feb 01, 2018","6,457.97","6,432.43","6,458.26","6,419.31","823.54K","0.41%"
"Jan 31, 2018","6,431.63","6,422.73","6,431.65","6,410.33","498.70K","0.14%"
"Jan 30, 2018","6,422.62","6,401.96","6,423.08","6,387.88","740.46K","0.31%"
"Jan 29, 2018","6,403.04","6,386.11","6,403.31","6,377.65","469.95K","0.27%"
"Jan 26, 2018","6,385.89","6,383.73","6,394.75","6,366.55","577.61K","0.11%"
"Jan 25, 2018","6,378.85","6,376.36","6,378.85","6,348.16","790.12K","0.10%"
"Jan 24, 2018","6,372.54","6,358.77","6,381.16","6,358.77","638.07K","0.24%"
"Jan 23, 2018","6,357.01","6,340.37","6,373.08","6,333.93","578.31K","0.27%"
"Jan 22, 2018","6,339.93","6,377.58","6,381.07","6,331.67","453.52K","-0.35%"
"Jan 19, 2018","6,362.09","6,363.10","6,374.91","6,336.75","747.29K","-0.07%"
"Jan 18, 2018","6,366.42","6,349.12","6,385.12","6,349.12","708.88K","0.49%"
"Jan 17, 2018","6,335.45","6,294.84","6,338.04","6,289.37","919.12K","0.87%"
"Jan 16, 2018","6,280.82","6,288.07","6,289.44","6,263.61","335.37K","-0.08%"
"Jan 15, 2018","6,285.59","6,294.82","6,306.73","6,278.88","633.61K","-0.25%"
"Jan 12, 2018","6,301.28","6,263.58","6,301.33","6,263.58","717.32K","0.74%"
"Jan 11, 2018","6,254.94","6,233.30","6,254.94","6,233.30","518.17K","0.31%"
"Jan 10, 2018","6,235.60","6,263.51","6,263.53","6,223.84","433.08K","-0.53%"
"Jan 09, 2018","6,268.78","6,313.80","6,319.16","6,263.88","530.66K","-0.65%"
"Jan 08, 2018","6,309.85","6,265.08","6,325.98","6,264.27","632.10K","0.72%"
"Jan 05, 2018","6,265.03","6,240.59","6,265.83","6,226.92","710.57K","0.26%"
"Jan 04, 2018","6,248.93","6,258.01","6,280.60","6,228.69","547.88K","-0.13%"
"Jan 03, 2018","6,257.17","6,191.54","6,257.24","6,190.56","516.34K","0.87%"
"Jan 02, 2018","6,203.27","6,287.26","6,287.26","6,175.95","368.26K","-1.25%"
