,Unnamed: 0,IPI,MTT,Import,Export,BalCom,Pib1,Pib2,ref,ouverture,cloture,ref.1,ouverture.1,cloture.1,ref.2,ouverture.2,cloture.2,ref.3,ouverture.3,cloture.3,ref.4,ouverture.4,cloture.4,ref.5,ouverture.5,cloture.5,ref.6,ouverture.6,cloture.6,ref.7,ouverture.7,cloture.7,ref.8,ouverture.8,cloture.8,ref.9,ouverture.9,cloture.9,ref.10,ouverture.10,cloture.10,ref.11,ouverture.11,cloture.11,ref.12,ouverture.12,cloture.12,ref.13,ouverture.13,cloture.13,ref.14,ouverture.14,cloture.14,ref.15,ouverture.15,cloture.15,ref.16,ouverture.16,cloture.16,ref.17,ouverture.17,cloture.17,ref.18,ouverture.18,cloture.18,ref.19,ouverture.19,cloture.19,ref.20,ouverture.20,cloture.20,ref.21,ouverture.21,cloture.21,ref.22,ouverture.22,cloture.22,TIL,ref.23,ouverture.23,cloture.23,ref.24,ouverture.24,cloture.24,Delice,ouverture.25,cloture.25,ref.26,ouverture.26,cloture.26,ref.27,ouverture.27,cloture.27,ref.28,ouverture.28,cloture.28,ref.29,ouverture.29,cloture.29,ref.30,ouverture.30,cloture.30,ref.31,ouverture.31,cloture.31,ref.32,ouverture.32,cloture.32,ref.33,ouverture.33,cloture.33,ref.34,ouverture.34,cloture.34,ref.35,ouverture.35,cloture.35,ref.36,ouverture.36,cloture.36,ref.37,ouverture.37,cloture.37,ref.38,ouverture.38,cloture.38,ref.39,ouverture.39,cloture.39,ref.40,ouverture.40,cloture.40,ref.41,ouverture.41,cloture.41,ref.42,ouverture.42,cloture.42,Price,Open,High,Low,Vol.,Change %
638,2019-10-01,91,7.81,3719.9,5378.3,-1201.8,1755.2,18488.1,10970,11290,11290,1190,1220,1220,6950,6980,6860,4900,5040,5140,11710,11750,11740,2280,2240,2280,14190,14820,15050,7450,7450,7450,14100,14010,14250,7780,7850,7630,11900,11990,11990,7560,7450,7600,6200,6200,6200,5600,5600,5600,1630,1620,1620,4850,4880,4800,3690,3600,3580,2040,2040,2040,6380,6570,6570,1930,1850,1930,650,660,660,13500,13500,13500,1340,1320,1340,,12120,12000,12120,2240,2220,2240,5200,5290,5180,134600,130600,130600,12500,12500,12500,1650,1670,1650,16100,16100,16100,31510,32000,32010,22720,22710,23000,4500,4500,4480,27890,27890,27880,12000,12000,12000,3740,3650,3700,7330,7330,7340,19020,19200,19590,12200,12200,12200,112500,111000,112000,34300,34290,33700,650,640,650,18950,18920,18810,7038.6,7048,7051.39,7018.99,438750,-0.18
639,2019-10-02,91,7.81,3719.9,5378.3,-1201.8,1755.2,18488.1,11290,10800,10790,1190,1220,1220,6860,7000,6900,5140,4990,5100,11740,11710,11610,2280,2220,2220,15050,15500,15270,7450,7420,7420,14250,13830,14240,7630,7630,7680,11990,11950,11950,7600,7400,7600,6200,6200,6200,5600,5640,5600,1620,1610,1590,4800,4710,4800,3580,3500,3480,1950,1940,1990,6380,6570,6570,1930,1850,1930,660,660,670,13500,13100,13400,1400,1380,1420,,12120,12000,12120,2240,2250,2230,5180,5330,5170,130600,127000,134500,12500,12300,12660,1650,1610,1630,16100,16100,16100,32010,32010,32010,23000,22850,22990,4480,4400,4500,27880,27880,27890,12000,12000,12040,3700,3600,3690,7340,7340,7340,19020,19200,19590,12200,12200,12200,112000,110100,110500,33700,33710,33850,650,650,640,18810,18810,18700,7019.26,7038.58,7058.74,7002.31,424110,-0.27
640,2019-10-03,91,7.81,3719.9,5378.3,-1201.8,1755.2,18488.1,10790,10790,10310,1190,1220,1220,6900,6900,7020,5100,4950,5100,11610,11610,11700,2220,2160,2220,15270,15300,15050,7420,7350,7420,14240,14250,14240,7680,7780,8000,11950,11900,11900,7600,7600,7600,6200,6200,6200,5600,5620,5600,1590,1630,1600,4800,4800,4840,3480,3580,3480,1990,2000,2000,6380,6570,6570,1930,1850,1930,670,690,680,13400,13430,13430,1480,1380,1420,,12120,12000,12120,2230,2230,2210,5170,5090,4980,134500,131000,137000,12660,13000,12800,1630,1650,1610,16100,16100,16100,32010,32200,32950,22990,22990,22900,4500,4630,4580,27890,27890,27890,12040,12000,12040,3690,3620,3740,7340,7350,7340,19020,19200,19590,12200,12200,12200,110500,111400,110700,33850,34000,33500,640,640,630,18700,18700,18900,7039.86,7021.3,7048.27,7021.3,289500,0.29
641,2019-10-04,91,7.81,3719.9,5378.3,-1201.8,1755.2,18488.1,10310,10310,10170,1190,1220,1220,7020,7020,7050,5100,4950,5100,11700,11700,11700,2220,2160,2280,15050,14600,15020,7420,7400,7380,14240,13900,14200,8000,8340,8360,11900,11900,11950,7600,7590,7600,6200,6200,6200,5600,5600,5600,1600,1630,1630,4840,4840,4840,3480,3580,3480,2000,2000,2040,6380,6280,6570,1930,1850,1930,680,660,680,13430,13090,13400,1540,1380,1420,,12120,12000,12120,2210,2220,2230,4980,4800,4800,137000,136990,133000,12800,13000,13000,1610,1610,1610,16100,16100,16100,32950,32200,32950,22900,22900,22700,4580,4500,4500,27890,27890,27890,12040,12010,12040,3740,3690,3740,7340,7350,7360,19020,19200,19590,12200,12200,12200,110700,111500,110810,33500,34000,33500,630,630,630,18900,18800,18800,7032,7041.73,7060.09,7030.26,272850,-0.11
644,2019-10-07,91,7.81,3719.9,5378.3,-1201.8,1755.2,18488.1,10170,10610,10160,1190,1220,1220,7050,7090,7000,5100,4980,5000,11700,11730,11700,2280,2290,2340,15020,15440,14890,7380,7380,7380,14200,14200,14150,8360,8560,8800,11950,11950,11900,7600,7590,7600,6200,6200,6200,5600,5600,5600,1630,1620,1600,4840,4840,4890,3480,3580,3380,2040,2040,1980,6570,6570,6590,1930,1850,1930,680,660,680,13400,13450,13400,1600,1380,1420,,12120,12000,12120,2230,2270,2260,4800,4900,4800,133000,136990,136990,13000,13000,13000,1610,1650,1650,16100,16100,16100,32950,32200,32950,22700,22720,22700,4500,4380,4480,27890,27900,27900,12040,12010,12000,3740,3780,3780,7360,7360,7360,19020,19200,19590,12200,12200,12200,110810,110600,110100,33500,33900,33350,630,630,630,18800,18800,18800,7025.47,7038.97,7053.08,7015.09,366210,-0.09
645,2019-10-08,91,7.81,3719.9,5378.3,-1201.8,1755.2,18488.1,10160,10350,10160,1190,1220,1220,7000,6880,6800,5000,5130,5020,11700,11600,11600,2340,2400,2480,14890,14880,15130,7380,7380,7380,14150,14090,14090,8800,8880,9100,11900,11900,11900,7600,7400,7600,6200,6000,6000,5600,5550,5600,1600,1600,1590,4890,4890,4890,3380,3480,3380,1980,1980,1980,6590,6570,6590,1930,1850,1930,680,660,680,13400,13450,13400,1670,1380,1420,,12120,12000,12120,2210,2250,2230,4800,4870,4730,136990,136990,137000,13000,13000,13000,1650,1610,1630,16100,16100,16100,32950,32200,32950,22700,22700,22700,4480,4490,4370,27900,27900,27900,12000,12040,12040,3780,3780,3780,7360,7360,7360,19020,19200,19590,12200,12200,12200,110100,110100,110900,33350,33350,33350,630,630,630,18800,18800,18790,7022.42,7026.44,7044.92,7022.2,335290,-0.04
646,2019-10-09,91,7.81,3719.9,5378.3,-1201.8,1755.2,18488.1,10160,10150,10120,1190,1220,1220,6800,6800,6980,5020,5050,5050,11600,11600,11620,2480,2550,2480,15130,15130,15000,7380,7210,7210,14090,14050,14050,9100,9100,9100,11900,11900,11900,7600,7390,7590,6000,5730,6000,5600,5550,5600,1590,1600,1580,4890,4890,4880,3380,3480,3310,1980,1930,2030,6590,6570,6590,1930,1850,1930,680,660,680,13400,13200,13010,1740,1730,1830,,12120,12000,12120,2230,2250,2270,4730,4590,4600,137000,136990,137000,13000,13000,13000,1630,1650,1650,16100,16100,16100,32950,32200,32950,22700,22700,22700,4370,4500,4500,27900,27900,27900,12040,12030,12000,3780,3670,3670,7360,7360,7360,19020,19200,19590,12200,12200,12200,110900,110900,110320,33350,33720,33750,630,630,630,18790,18800,18700,7014,7022.68,7034.82,7008.42,470900,-0.12
647,2019-10-10,91,7.81,3719.9,5378.3,-1201.8,1755.2,18488.1,10120,10200,10160,1190,1220,1220,6980,6980,7000,5050,5120,5100,11620,11620,11700,2480,2550,2480,15000,15450,15740,7210,7300,7350,14050,14050,14050,9100,8950,9040,11900,11900,11900,7590,7500,7580,6000,5730,6000,5600,5600,5550,1580,1580,1580,4880,4880,4840,3310,3290,3240,2030,2000,2030,6590,6570,6590,1930,1850,1930,680,650,680,13010,13000,12990,1830,1830,1780,,12120,12100,12100,2270,2260,2270,4590,4460,4590,137000,136990,137000,13000,12610,12900,1650,1630,1630,16100,16100,16100,32950,32200,32950,22700,22790,22950,4500,4370,4370,27900,27890,27890,12000,12000,12000,3670,3800,3670,7360,7360,7360,19020,19200,19590,12200,12200,12200,110320,110600,110650,33750,33690,33690,630,620,630,18700,18700,18700,7008.74,7007.95,7021.28,6997.17,344220,-0.07
648,2019-10-11,91,7.81,3719.9,5378.3,-1201.8,1755.2,18488.1,10160,10200,10200,1190,1220,1220,7000,7000,7000,5100,5120,5130,11700,11740,11700,2480,2530,2500,15740,15780,16100,7350,7300,7280,14050,14050,14000,9040,8960,9000,11900,11900,11890,7580,7500,7580,6000,5730,6000,5550,5600,5530,1580,1570,1580,4840,4840,4830,3240,3280,3280,2030,2030,2030,6590,6570,6590,1930,1850,1930,680,660,680,12990,12990,12800,1780,1730,1730,,12100,12100,12100,2270,2270,2250,4590,4600,4700,137000,133000,137000,12900,12900,12900,1630,1630,1630,16100,16100,16100,32950,32500,32500,22950,22710,22800,4370,4490,4360,27890,27890,27890,12000,12000,12000,3670,3680,3770,7360,7360,7390,19020,19200,19590,12200,12200,12200,110650,110650,110700,33690,33500,33200,630,620,630,18700,18700,18680,7002.24,7015.73,7023.46,6999.5,260690,-0.09
651,2019-10-14,91,7.81,3719.9,5378.3,-1201.8,1755.2,18488.1,10200,10180,10200,1190,1220,1220,7000,7090,7000,5130,5060,5120,11700,11740,11740,2500,2500,2520,16100,16570,16080,7280,7080,7260,14000,14150,14090,9000,9040,9540,11890,11900,11890,7580,7500,7580,6000,6000,6000,5530,5510,5530,1580,1580,1620,4830,4770,4820,3280,3320,3320,2030,2030,2040,6590,6570,6590,1930,1850,1930,680,680,680,12800,12620,12630,1730,1760,1710,,12100,12100,12100,2250,2260,2260,4700,4840,4910,137000,137000,137000,12900,12900,12900,1630,1610,1610,16100,16000,16000,32500,32500,33000,22800,22710,22800,4360,4490,4490,27890,27900,27900,12000,12000,12000,3770,3750,3770,7390,7380,7380,19020,19200,19590,12200,12200,12200,110700,112000,111490,33200,33450,33000,630,630,630,18680,18750,18600,7009.72,6996.96,7013.68,6990.96,118560,0.11
653,2019-10-16,91,7.81,3719.9,5378.3,-1201.8,1755.2,18488.1,10200,10200,10490,1190,1220,1220,7000,7100,7030,5120,5130,5130,11740,11740,12100,2520,2550,2520,16080,16080,15840,7260,7270,7250,14090,14150,14150,9540,9820,9700,11890,11880,11880,7580,7360,7580,6000,6000,6000,5530,5530,5600,1620,1590,1610,4820,4850,4800,3320,3350,3350,2040,2040,2040,6590,6570,6590,1930,1850,1930,680,670,670,12630,12800,12750,1710,1710,1660,,12100,12100,12100,2260,2260,2230,4910,5130,5200,137000,137000,137000,12900,12900,12900,1610,1630,1630,16000,16000,15950,33000,32500,33000,22800,22800,22900,4490,4360,4360,27900,27900,27800,12000,12000,12000,3770,3750,3770,7380,7380,7370,19020,19200,19590,12200,12200,12200,111490,111450,111600,33000,33200,33640,630,630,630,18600,18600,18700,7033.48,7015.91,7033.54,7012.81,515740,0.34
654,2019-10-17,91,7.81,3719.9,5378.3,-1201.8,1755.2,18488.1,10500,10690,10370,1190,1220,1220,7030,7060,7140,5130,5070,5280,12100,12180,12300,2520,2540,2540,15840,16000,16210,7250,7260,7270,14150,14150,14150,9700,9690,9700,11880,11880,11880,7580,7370,7580,6000,6000,6000,5600,5600,5600,1610,1590,1610,4800,4790,4840,3350,3310,3300,2040,2040,2040,6590,6570,6590,1930,1850,1930,670,670,680,12750,12750,12700,1610,1560,1520,,12100,11740,11740,2230,2250,2240,5200,5350,5510,137000,137000,139000,12900,12900,12900,1630,1640,1640,15950,16000,16000,33000,33000,33000,22900,22900,23000,4360,4250,4250,27800,27800,27800,12000,11990,12000,3770,3750,3750,7370,7360,7370,19020,19200,19590,12200,12200,12200,111600,111600,111800,33640,33650,33900,630,620,630,18700,18710,18950,7056.8,7033.64,7064.03,7033.64,601720,0.33
655,2019-10-18,91,7.81,3719.9,5378.3,-1201.8,1755.2,18488.1,10370,10460,10450,1190,1220,1220,7140,7180,7140,5280,5280,5350,12300,12300,12280,2540,2500,2520,16210,16200,16250,7270,7270,7270,14150,14140,14150,9700,9550,9850,11880,11890,11880,7580,7360,7360,6000,5890,5990,5600,5510,5550,1610,1620,1650,4840,4780,4750,3300,3320,3250,2040,2040,2040,6590,6570,6590,1930,1850,1930,680,660,680,12700,12990,12990,1520,1560,1520,,11740,11390,11390,2240,2260,2250,5510,5670,5840,139000,138000,139000,12900,12900,12900,1640,1600,1620,16000,16000,16000,33000,33000,33000,23000,23000,23200,4250,4130,4400,27800,27800,27800,12000,12000,12000,3750,3750,3830,7370,7450,7370,19020,19200,19590,12200,12200,12200,111800,112900,110400,33900,34000,33900,630,630,630,18950,18950,18850,7060.59,7063.9,7081.99,7044.52,353420,0.05
658,2019-10-21,91,7.81,3719.9,5378.3,-1201.8,1755.2,18488.1,10450,10450,10450,1190,1220,1220,7140,7180,7110,5350,5200,5340,12280,12280,12200,2520,2570,2570,16250,16480,16390,7270,7260,7260,14150,14150,14200,9850,9850,9840,11880,11880,11880,7360,7530,7530,5990,5830,5990,5550,5550,5550,1650,1620,1650,4750,4830,4820,3250,3300,3200,2040,2040,2040,6590,6500,6490,1930,1850,1930,680,680,680,12990,12900,12900,1460,1400,1520,,11390,11390,11050,2250,2250,2310,5840,5840,5750,139000,138000,139000,12900,12600,12800,1620,1650,1620,15520,15060,14580,33000,33000,33000,23200,23300,23300,4400,4450,4390,27800,27800,27800,12000,12000,12000,3830,3830,3900,7370,7370,7400,19020,19200,19590,12200,12200,12200,110400,110100,110400,33900,33890,33700,630,630,630,18850,18850,18700,7056.87,7060.84,7096.19,7056.65,543350,-0.05
659,2019-10-22,91,7.81,3719.9,5378.3,-1201.8,1755.2,18488.1,10450,10430,10430,1190,1220,1220,7110,7080,7110,5340,5350,5300,12200,12180,12150,2570,2490,2680,16390,16450,16580,7260,7250,7250,14200,14200,14150,9840,9800,9750,11880,11850,11850,7530,7520,7520,5990,5830,5990,5550,5550,5520,1720,1780,1790,4820,4820,4800,3200,3250,3190,2040,2040,2160,6490,6500,6490,1930,1850,1930,680,660,660,12900,12650,12890,1540,1400,1520,,11050,10730,10720,2310,2320,2380,5750,5800,5750,139000,138000,139000,12800,12900,12900,1620,1600,1600,14580,15060,14580,33000,33000,33000,23300,23200,23100,4390,4260,4300,27800,27800,27800,12000,12000,12000,3900,3980,3870,7400,7400,7370,19020,19200,19590,12200,12200,12200,110400,110520,110280,33700,33700,33300,630,620,630,18700,18800,18800,7037.87,7057.73,7067.52,7032.51,524120,-0.27
660,2019-10-23,91,7.81,3719.9,5378.3,-1201.8,1755.2,18488.1,10430,10300,10350,1190,1220,1220,7110,7150,7190,5300,5290,5280,12150,12070,12000,2680,2680,2840,16580,16580,16600,7250,7110,7250,14150,14200,14150,9750,9670,9380,11850,11850,11850,7520,7500,7520,5990,5830,5990,5520,5510,5500,1820,1900,1930,4800,4760,4750,3190,3180,3130,2160,2220,2250,6490,6480,6480,1930,1850,1930,660,660,670,12890,12890,12540,1600,1650,1690,,10720,10730,10720,2380,2390,2380,5750,5900,5750,139000,138000,139000,12900,12900,12900,1600,1620,1600,14580,15060,14580,33000,31520,33500,23100,22800,23000,4300,4400,4290,27800,27800,27800,12000,12030,12000,3870,3900,4100,7370,7380,7370,19020,19200,19590,12200,12200,12200,110280,110300,110500,33300,33700,33300,620,630,620,18800,18900,18900,7049.9,7035.79,7057.93,7013.79,749600,0.17
661,2019-10-24,91,7.81,3719.9,5378.3,-1201.8,1755.2,18488.1,10350,10450,10350,1190,1220,1220,7190,7200,7250,5280,5280,5270,12000,12000,11910,2840,2680,2840,16600,17090,17600,7250,7270,7190,14150,14130,14000,9380,9380,9050,11850,11850,11850,7520,7400,7500,5990,5830,5990,5500,5500,5500,1930,1960,1910,4750,4800,4750,3130,3130,3070,2250,2250,2340,6480,6450,6440,1930,1850,1930,670,650,670,12540,12560,12700,1690,1690,1760,,10720,10730,10720,2380,2410,2400,5750,5750,5580,139000,139000,139000,12900,12900,12900,1600,1600,1600,15010,15380,15380,33500,31520,33500,23000,23000,22980,4290,4210,4280,27800,27800,27800,12000,12000,12180,4100,4100,4070,7370,7370,7400,19020,19200,19590,12200,12200,12200,110500,110500,110160,33300,33300,33000,620,620,620,18900,18890,18730,7040.29,7056.94,7062.72,7029.6,618440,-0.14
662,2019-10-25,91,7.81,3719.9,5378.3,-1201.8,1755.2,18488.1,10350,10430,10350,1190,1220,1220,7250,7390,7170,5270,5200,5200,11910,11910,12000,2960,2960,3140,17610,18130,18630,7190,7240,7220,14000,14200,14090,9050,9280,9390,11850,11850,11850,7500,7500,7500,5990,5830,5990,5500,5600,5500,1910,1890,1860,4750,4800,4750,3070,3060,3090,2340,2380,2370,6440,6450,6440,1930,1850,1930,670,680,680,12700,12700,12700,1760,1790,1740,,10720,11000,10990,2400,2380,2450,5580,5740,5400,139000,139000,139000,12900,12320,12740,1600,1620,1600,15380,15380,15380,33500,31520,33500,22980,22980,22710,4280,4210,4220,27800,27750,27750,12180,12200,12150,4070,4000,4030,7400,7400,7390,19020,19200,19590,12200,12200,12200,110160,113000,110310,33000,33200,32970,620,620,620,18730,18850,18740,7028.99,7070.22,7085.04,7019.83,496560,-0.16
665,2019-10-28,91,7.81,3719.9,5378.3,-1201.8,1755.2,18488.1,10350,10350,10300,1190,1220,1220,7170,7170,7080,5200,5290,5290,12000,11920,12000,3140,3280,3050,18630,18700,19010,7220,7280,7250,14090,14090,14000,9390,9350,9330,11850,11840,11850,7500,7490,7500,5990,5830,5830,5500,5600,5550,1860,1830,1810,4750,4800,4700,3090,3050,3010,2370,2400,2400,6440,6420,6420,1930,1850,1930,680,670,680,12700,12690,12520,1740,1720,1690,,10990,11000,10990,2450,2480,2460,5400,5400,5160,139000,139000,139000,12740,12320,12740,1600,1620,1590,15380,15380,15380,33500,33490,33490,22710,22800,23000,4220,4290,4280,27750,27740,27750,12150,12000,12010,4030,4000,3910,7390,7400,7400,19020,19200,19590,12200,12200,12200,110310,113000,110100,32970,32510,32880,620,620,610,18740,18760,18850,7016.45,7049.94,7051.03,7002.81,303740,-0.18
666,2019-10-29,91,7.81,3719.9,5378.3,-1201.8,1755.2,18488.1,10300,10300,10340,1190,1220,1220,7080,7080,7000,5290,5150,5150,12000,12100,12050,3050,3140,3200,19010,19020,18500,7250,7260,7240,14000,14000,14000,9330,9300,9300,11850,11850,11850,7500,7280,7500,5830,5830,5830,5550,5500,5550,1810,1800,1760,4700,4720,4680,3010,3050,3050,2400,2400,2360,6420,6420,6420,1930,1850,1930,680,660,660,12520,12600,12600,1690,1720,1670,,10990,11000,10990,2410,2460,2320,5160,5280,5050,139000,139000,139000,12740,12320,12740,1590,1620,1600,15380,15380,15840,33490,33490,33500,23000,23000,23000,4280,4200,4190,27750,27800,27800,12010,12000,12180,3910,3900,4000,7400,7400,7400,19020,19200,19590,12200,12200,12200,110100,112000,110800,32880,32880,32000,610,620,610,18850,18800,18800,7008.36,7016,7022.91,6989.42,417310,-0.12
667,2019-10-30,91,7.81,3719.9,5378.3,-1201.8,1755.2,18488.1,10340,10350,10290,1190,1220,1220,7000,7070,6900,5150,5140,5000,12050,12010,11950,3200,3200,3110,18500,18400,17690,7240,7100,7240,14000,13610,13900,9300,9250,9150,11850,11890,11500,7500,7280,7500,5830,5830,5830,5550,5470,5470,1760,1800,1710,4680,4660,4600,3050,3020,3140,2360,2300,2380,6420,6410,6420,1930,1850,1930,660,670,670,12600,12900,12900,1670,1620,1570,,10990,10730,10720,2320,2370,2340,5050,5160,5010,139000,139000,139000,12740,12360,12360,1600,1620,1600,15840,16290,16200,33500,33490,33500,23000,22900,22700,4190,4110,4180,27800,27740,27750,12180,12000,12100,4000,4000,3990,7400,7400,7400,19020,19200,19590,12200,12200,12200,110800,110500,110000,32000,31050,32000,610,600,610,18800,18730,18660,6963.07,6999.02,7005.49,6950.92,317830,-0.65
668,2019-10-31,91,7.81,3719.9,5378.3,-1201.8,1755.2,18488.1,10290,10250,10290,1190,1220,1220,6900,6990,7050,5000,5150,5150,11950,11900,12000,3110,3200,3110,17580,17580,18150,7240,7280,7280,13900,14000,13990,9150,9110,9250,11500,11500,11500,7500,7280,7500,5830,5570,5570,5470,5450,5400,1710,1640,1660,4600,4600,4680,3140,3140,3140,2380,2400,2350,6420,6140,6140,1930,1850,1930,670,650,660,12900,13000,13000,1570,1550,1660,,10720,10720,11000,2340,2300,2290,5010,4900,5010,132750,131000,134900,12360,12730,12730,1600,1600,1600,16200,16200,16200,33500,33490,33500,22700,22700,22800,4180,4120,4200,27750,27750,27750,12100,12100,12180,3990,4040,4000,7400,7400,7400,19020,19200,19590,12200,12200,12200,110000,110050,110010,32000,32000,32000,610,610,620,18660,18750,18650,6989.69,6971.11,6991.28,6959.21,251420,0.38
669,2019-11-01,85.8,7.8,3651.7,4944.5,-1200.8,1755.2,18488.1,10290,10350,10290,1190,1220,1220,7050,7050,6990,5150,5000,5140,12000,12000,11950,3110,2980,2980,18150,18150,17900,7280,7280,7240,13990,13990,13990,9250,9240,9250,11500,11500,11400,7500,7300,7290,5570,5570,5720,5400,5380,5470,1660,1640,1730,4680,4680,4680,3140,3200,3050,2350,2420,2420,6140,6000,6100,1930,1850,1930,660,670,670,12520,12310,12650,1660,1700,1740,,11000,10720,11000,2290,2260,2290,5010,5110,4960,134900,134790,134790,12730,12740,12700,1600,1620,1600,16200,16680,16680,33500,33990,33990,22800,22800,22800,4200,4120,4190,27750,27750,27750,12180,12100,12100,4000,3890,3990,7400,7400,7400,19020,19200,19590,12200,12200,12200,110010,110000,112000,32000,32000,32000,620,610,610,18650,18660,18600,6993.01,6997.65,7008.32,6981.99,238090,0.05
672,2019-11-04,85.8,7.8,3651.7,4944.5,-1200.8,1755.2,18488.1,10290,10390,10290,1190,1220,1220,6990,7000,6940,5140,5140,5140,11950,11990,11950,2980,2900,2900,17900,17700,17940,7240,7270,7270,13990,13580,13990,9250,9020,9150,11400,11300,11700,7290,7300,7300,5720,5570,5720,5470,5470,5310,1730,1760,1760,4680,4680,4600,3050,3050,3010,2420,2450,2450,6100,6000,6100,1930,1850,1930,670,670,670,12650,12650,12650,1740,1730,1720,,11000,10900,10900,2290,2280,2290,4960,5100,4950,134790,134790,134790,12700,12500,12800,1600,1620,1580,16680,16680,16680,33990,33990,33990,22800,22700,22800,4190,4100,4100,27750,27650,27900,12100,12000,12000,3990,3990,4000,7400,7400,7400,19020,19200,19590,12200,12200,12200,112000,113000,113000,32000,32000,32000,610,600,600,18600,18700,18600,6981.72,7008.49,7010.53,6979.32,180960,-0.16
673,2019-11-05,85.8,7.8,3651.7,4944.5,-1200.8,1755.2,18488.1,10290,10290,10290,1190,1220,1220,6940,6940,6930,5140,5100,5100,11950,11920,12000,2900,2820,2820,17940,17920,18230,7270,7200,7270,13990,13800,13830,9150,9120,9220,11700,12000,11700,7300,7460,7460,5720,5570,5720,5310,5300,5200,1760,1760,1760,4600,4580,4600,3010,3000,3000,2450,2450,2450,6100,5920,6100,1930,1850,1930,670,650,660,12650,12950,12950,1720,1720,1670,,10900,10900,10900,2290,2230,2330,4950,4810,4730,134790,134790,134790,12800,12800,12900,1580,1570,1570,16680,16680,16680,33990,33990,34400,22800,22800,22700,4100,4100,4150,27900,27900,27900,12000,11990,12000,4000,4000,3990,7400,7400,7400,19020,19200,19590,12200,12200,12200,113000,112500,113000,32000,31800,31800,600,610,600,18600,18500,18580,6977.86,6973.23,6977.92,6951.86,464950,-0.06
674,2019-11-06,85.8,7.8,3651.7,4944.5,-1200.8,1755.2,18488.1,10290,10290,10290,1190,1220,1220,6930,6940,7050,5100,5100,5190,12000,11990,12200,2820,2740,2740,18230,18250,18500,7270,7280,7250,13830,13850,13790,9220,9180,9170,11700,11700,11700,7460,7240,7240,5720,5570,5720,5200,5180,5150,1760,1710,1710,4600,4680,4650,3000,2960,2950,2450,2450,2450,6100,5930,6100,1930,1850,1930,650,660,660,12950,12600,12600,1670,1700,1620,,10900,10900,10900,2330,2340,2390,4730,4870,4660,134790,132500,134000,12900,12900,12800,1570,1560,1530,16680,16680,16600,34400,34400,34400,22700,22800,22700,4150,4110,4140,27900,27800,27800,12000,12000,12000,3990,3900,4130,7400,7400,7400,19020,19200,19590,12200,12200,12200,113000,113000,112500,31800,31820,32000,600,600,600,18580,18600,18570,6985.78,6977.86,6986.77,6962.2,415250,0.11
675,2019-11-07,85.8,7.8,3651.7,4944.5,-1200.8,1755.2,18488.1,10290,10290,10290,1190,1220,1220,7050,7050,7000,5190,5190,5240,12200,12050,12000,2740,2710,2830,18500,18500,18900,7250,7280,7250,13790,13750,13700,9170,9120,9100,11700,11700,11650,7240,7450,7450,5720,5570,5720,5150,5150,5150,1710,1760,1740,4650,4650,4630,2950,3020,2930,2450,2450,2450,6100,5930,6100,1930,1850,1930,660,650,650,12600,12300,12950,1620,1670,1560,,10900,10900,10900,2390,2440,2400,4660,4690,4830,134000,134000,134000,12800,12800,12800,1530,1500,1510,16600,16110,16500,34400,34400,34400,22700,22900,22900,4140,4070,4150,27800,27500,27800,12000,11990,12000,4130,4130,4070,7400,7400,7400,19020,19200,19590,12200,12200,12200,112500,112950,112000,32000,31900,31900,600,610,630,18570,18520,18510,6981.82,6985.79,6992.13,6965.38,485070,-0.06
