,IPI,MTT,Import,Export,BalCom,Pib1,Pib2
2018-01-01,92.8,5.53,3129.5,4339,,1694.2,18158.6
2018-01-02,92.8,5.53,3129.5,4339,,1694.2,18158.6
2018-01-03,92.8,5.53,3129.5,4339,,1694.2,18158.6
2018-01-04,92.8,5.53,3129.5,4339,,1694.2,18158.6
2018-01-05,92.8,5.53,3129.5,4339,,1694.2,18158.6
2018-01-06,92.8,5.53,3129.5,4339,,1694.2,18158.6
2018-01-07,92.8,5.53,3129.5,4339,,1694.2,18158.6
2018-01-08,92.8,5.53,3129.5,4339,,1694.2,18158.6
2018-01-09,92.8,5.53,3129.5,4339,,1694.2,18158.6
2018-01-10,92.8,5.53,3129.5,4339,,1694.2,18158.6
2018-01-11,92.8,5.53,3129.5,4339,,1694.2,18158.6
2018-01-12,92.8,5.53,3129.5,4339,,1694.2,18158.6
2018-01-13,92.8,5.53,3129.5,4339,,1694.2,18158.6
2018-01-14,92.8,5.53,3129.5,4339,,1694.2,18158.6
2018-01-15,92.8,5.53,3129.5,4339,,1694.2,18158.6
2018-01-16,92.8,5.53,3129.5,4339,,1694.2,18158.6
2018-01-17,92.8,5.53,3129.5,4339,,1694.2,18158.6
2018-01-18,92.8,5.53,3129.5,4339,,1694.2,18158.6
2018-01-19,92.8,5.53,3129.5,4339,,1694.2,18158.6
2018-01-20,92.8,5.53,3129.5,4339,,1694.2,18158.6
2018-01-21,92.8,5.53,3129.5,4339,,1694.2,18158.6
2018-01-22,92.8,5.53,3129.5,4339,,1694.2,18158.6
2018-01-23,92.8,5.53,3129.5,4339,,1694.2,18158.6
2018-01-24,92.8,5.53,3129.5,4339,,1694.2,18158.6
2018-01-25,92.8,5.53,3129.5,4339,,1694.2,18158.6
2018-01-26,92.8,5.53,3129.5,4339,,1694.2,18158.6
2018-01-27,92.8,5.53,3129.5,4339,,1694.2,18158.6
2018-01-28,92.8,5.53,3129.5,4339,,1694.2,18158.6
2018-01-29,92.8,5.53,3129.5,4339,,1694.2,18158.6
2018-01-30,92.8,5.53,3129.5,4339,,1694.2,18158.6
2018-01-31,92.8,5.53,3129.5,4339,,1694.2,18158.6
2018-02-01,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6
2018-02-02,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6
2018-02-03,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6
2018-02-04,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6
2018-02-05,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6
2018-02-06,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6
2018-02-07,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6
2018-02-08,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6
2018-02-09,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6
2018-02-10,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6
2018-02-11,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6
2018-02-12,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6
2018-02-13,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6
2018-02-14,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6
2018-02-15,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6
2018-02-16,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6
2018-02-17,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6
2018-02-18,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6
2018-02-19,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6
2018-02-20,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6
2018-02-21,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6
2018-02-22,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6
2018-02-23,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6
2018-02-24,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6
2018-02-25,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6
2018-02-26,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6
2018-02-27,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6
2018-02-28,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6
2018-03-01,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6
2018-03-02,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6
2018-03-03,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6
2018-03-04,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6
2018-03-05,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6
2018-03-06,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6
2018-03-07,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6
2018-03-08,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6
2018-03-09,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6
2018-03-10,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6
2018-03-11,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6
2018-03-12,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6
2018-03-13,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6
2018-03-14,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6
2018-03-15,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6
2018-03-16,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6
2018-03-17,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6
2018-03-18,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6
2018-03-19,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6
2018-03-20,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6
2018-03-21,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6
2018-03-22,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6
2018-03-23,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6
2018-03-24,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6
2018-03-25,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6
2018-03-26,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6
2018-03-27,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6
2018-03-28,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6
2018-03-29,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6
2018-03-30,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6
2018-03-31,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6
2018-04-01,89.5,6.5,3360.5,4791,-1219.8,1709.1,18229.5
2018-04-02,89.5,6.5,3360.5,4791,-1219.8,1709.1,18229.5
2018-04-03,89.5,6.5,3360.5,4791,-1219.8,1709.1,18229.5
2018-04-04,89.5,6.5,3360.5,4791,-1219.8,1709.1,18229.5
2018-04-05,89.5,6.5,3360.5,4791,-1219.8,1709.1,18229.5
2018-04-06,89.5,6.5,3360.5,4791,-1219.8,1709.1,18229.5
2018-04-07,89.5,6.5,3360.5,4791,-1219.8,1709.1,18229.5
2018-04-08,89.5,6.5,3360.5,4791,-1219.8,1709.1,18229.5
2018-04-09,89.5,6.5,3360.5,4791,-1219.8,1709.1,18229.5
2018-04-10,89.5,6.5,3360.5,4791,-1219.8,1709.1,18229.5
2018-04-11,89.5,6.5,3360.5,4791,-1219.8,1709.1,18229.5
2018-04-12,89.5,6.5,3360.5,4791,-1219.8,1709.1,18229.5
2018-04-13,89.5,6.5,3360.5,4791,-1219.8,1709.1,18229.5
2018-04-14,89.5,6.5,3360.5,4791,-1219.8,1709.1,18229.5
2018-04-15,89.5,6.5,3360.5,4791,-1219.8,1709.1,18229.5
2018-04-16,89.5,6.5,3360.5,4791,-1219.8,1709.1,18229.5
2018-04-17,89.5,6.5,3360.5,4791,-1219.8,1709.1,18229.5
2018-04-18,89.5,6.5,3360.5,4791,-1219.8,1709.1,18229.5
2018-04-19,89.5,6.5,3360.5,4791,-1219.8,1709.1,18229.5
2018-04-20,89.5,6.5,3360.5,4791,-1219.8,1709.1,18229.5
2018-04-21,89.5,6.5,3360.5,4791,-1219.8,1709.1,18229.5
2018-04-22,89.5,6.5,3360.5,4791,-1219.8,1709.1,18229.5
2018-04-23,89.5,6.5,3360.5,4791,-1219.8,1709.1,18229.5
2018-04-24,89.5,6.5,3360.5,4791,-1219.8,1709.1,18229.5
2018-04-25,89.5,6.5,3360.5,4791,-1219.8,1709.1,18229.5
2018-04-26,89.5,6.5,3360.5,4791,-1219.8,1709.1,18229.5
2018-04-27,89.5,6.5,3360.5,4791,-1219.8,1709.1,18229.5
2018-04-28,89.5,6.5,3360.5,4791,-1219.8,1709.1,18229.5
2018-04-29,89.5,6.5,3360.5,4791,-1219.8,1709.1,18229.5
2018-04-30,89.5,6.5,3360.5,4791,-1219.8,1709.1,18229.5
2018-05-01,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5
2018-05-02,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5
2018-05-03,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5
2018-05-04,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5
2018-05-05,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5
2018-05-06,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5
2018-05-07,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5
2018-05-08,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5
2018-05-09,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5
2018-05-10,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5
2018-05-11,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5
2018-05-12,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5
2018-05-13,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5
2018-05-14,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5
2018-05-15,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5
2018-05-16,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5
2018-05-17,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5
2018-05-18,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5
2018-05-19,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5
2018-05-20,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5
2018-05-21,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5
2018-05-22,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5
2018-05-23,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5
2018-05-24,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5
2018-05-25,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5
2018-05-26,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5
2018-05-27,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5
2018-05-28,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5
2018-05-29,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5
2018-05-30,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5
2018-05-31,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5
2018-06-01,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5
2018-06-02,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5
2018-06-03,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5
2018-06-04,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5
2018-06-05,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5
2018-06-06,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5
2018-06-07,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5
2018-06-08,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5
2018-06-09,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5
2018-06-10,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5
2018-06-11,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5
2018-06-12,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5
2018-06-13,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5
2018-06-14,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5
2018-06-15,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5
2018-06-16,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5
2018-06-17,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5
2018-06-18,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5
2018-06-19,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5
2018-06-20,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5
2018-06-21,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5
2018-06-22,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5
2018-06-23,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5
2018-06-24,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5
2018-06-25,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5
2018-06-26,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5
2018-06-27,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5
2018-06-28,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5
2018-06-29,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5
2018-06-30,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5
2018-07-01,97.9,7.25,3225.5,5007.1,-1216.8,1708.1,18268.1
2018-07-02,97.9,7.25,3225.5,5007.1,-1216.8,1708.1,18268.1
2018-07-03,97.9,7.25,3225.5,5007.1,-1216.8,1708.1,18268.1
2018-07-04,97.9,7.25,3225.5,5007.1,-1216.8,1708.1,18268.1
2018-07-05,97.9,7.25,3225.5,5007.1,-1216.8,1708.1,18268.1
2018-07-06,97.9,7.25,3225.5,5007.1,-1216.8,1708.1,18268.1
2018-07-07,97.9,7.25,3225.5,5007.1,-1216.8,1708.1,18268.1
2018-07-08,97.9,7.25,3225.5,5007.1,-1216.8,1708.1,18268.1
2018-07-09,97.9,7.25,3225.5,5007.1,-1216.8,1708.1,18268.1
2018-07-10,97.9,7.25,3225.5,5007.1,-1216.8,1708.1,18268.1
2018-07-11,97.9,7.25,3225.5,5007.1,-1216.8,1708.1,18268.1
2018-07-12,97.9,7.25,3225.5,5007.1,-1216.8,1708.1,18268.1
2018-07-13,97.9,7.25,3225.5,5007.1,-1216.8,1708.1,18268.1
2018-07-14,97.9,7.25,3225.5,5007.1,-1216.8,1708.1,18268.1
2018-07-15,97.9,7.25,3225.5,5007.1,-1216.8,1708.1,18268.1
2018-07-16,97.9,7.25,3225.5,5007.1,-1216.8,1708.1,18268.1
2018-07-17,97.9,7.25,3225.5,5007.1,-1216.8,1708.1,18268.1
2018-07-18,97.9,7.25,3225.5,5007.1,-1216.8,1708.1,18268.1
2018-07-19,97.9,7.25,3225.5,5007.1,-1216.8,1708.1,18268.1
2018-07-20,97.9,7.25,3225.5,5007.1,-1216.8,1708.1,18268.1
2018-07-21,97.9,7.25,3225.5,5007.1,-1216.8,1708.1,18268.1
2018-07-22,97.9,7.25,3225.5,5007.1,-1216.8,1708.1,18268.1
2018-07-23,97.9,7.25,3225.5,5007.1,-1216.8,1708.1,18268.1
2018-07-24,97.9,7.25,3225.5,5007.1,-1216.8,1708.1,18268.1
2018-07-25,97.9,7.25,3225.5,5007.1,-1216.8,1708.1,18268.1
2018-07-26,97.9,7.25,3225.5,5007.1,-1216.8,1708.1,18268.1
2018-07-27,97.9,7.25,3225.5,5007.1,-1216.8,1708.1,18268.1
2018-07-28,97.9,7.25,3225.5,5007.1,-1216.8,1708.1,18268.1
2018-07-29,97.9,7.25,3225.5,5007.1,-1216.8,1708.1,18268.1
2018-07-30,97.9,7.25,3225.5,5007.1,-1216.8,1708.1,18268.1
2018-07-31,97.9,7.25,3225.5,5007.1,-1216.8,1708.1,18268.1
2018-08-01,89,7.25,2778.6,4992.6,-1215.8,1708.1,18268.1
2018-08-02,89,7.25,2778.6,4992.6,-1215.8,1708.1,18268.1
2018-08-03,89,7.25,2778.6,4992.6,-1215.8,1708.1,18268.1
2018-08-04,89,7.25,2778.6,4992.6,-1215.8,1708.1,18268.1
2018-08-05,89,7.25,2778.6,4992.6,-1215.8,1708.1,18268.1
2018-08-06,89,7.25,2778.6,4992.6,-1215.8,1708.1,18268.1
2018-08-07,89,7.25,2778.6,4992.6,-1215.8,1708.1,18268.1
2018-08-08,89,7.25,2778.6,4992.6,-1215.8,1708.1,18268.1
2018-08-09,89,7.25,2778.6,4992.6,-1215.8,1708.1,18268.1
2018-08-10,89,7.25,2778.6,4992.6,-1215.8,1708.1,18268.1
2018-08-11,89,7.25,2778.6,4992.6,-1215.8,1708.1,18268.1
2018-08-12,89,7.25,2778.6,4992.6,-1215.8,1708.1,18268.1
2018-08-13,89,7.25,2778.6,4992.6,-1215.8,1708.1,18268.1
2018-08-14,89,7.25,2778.6,4992.6,-1215.8,1708.1,18268.1
2018-08-15,89,7.25,2778.6,4992.6,-1215.8,1708.1,18268.1
2018-08-16,89,7.25,2778.6,4992.6,-1215.8,1708.1,18268.1
2018-08-17,89,7.25,2778.6,4992.6,-1215.8,1708.1,18268.1
2018-08-18,89,7.25,2778.6,4992.6,-1215.8,1708.1,18268.1
2018-08-19,89,7.25,2778.6,4992.6,-1215.8,1708.1,18268.1
2018-08-20,89,7.25,2778.6,4992.6,-1215.8,1708.1,18268.1
2018-08-21,89,7.25,2778.6,4992.6,-1215.8,1708.1,18268.1
2018-08-22,89,7.25,2778.6,4992.6,-1215.8,1708.1,18268.1
2018-08-23,89,7.25,2778.6,4992.6,-1215.8,1708.1,18268.1
2018-08-24,89,7.25,2778.6,4992.6,-1215.8,1708.1,18268.1
2018-08-25,89,7.25,2778.6,4992.6,-1215.8,1708.1,18268.1
2018-08-26,89,7.25,2778.6,4992.6,-1215.8,1708.1,18268.1
2018-08-27,89,7.25,2778.6,4992.6,-1215.8,1708.1,18268.1
2018-08-28,89,7.25,2778.6,4992.6,-1215.8,1708.1,18268.1
2018-08-29,89,7.25,2778.6,4992.6,-1215.8,1708.1,18268.1
2018-08-30,89,7.25,2778.6,4992.6,-1215.8,1708.1,18268.1
2018-08-31,89,7.25,2778.6,4992.6,-1215.8,1708.1,18268.1
2018-09-01,92.9,7.29,3122.9,5145.6,-1214.8,1708.1,18268.1
2018-09-02,92.9,7.29,3122.9,5145.6,-1214.8,1708.1,18268.1
2018-09-03,92.9,7.29,3122.9,5145.6,-1214.8,1708.1,18268.1
2018-09-04,92.9,7.29,3122.9,5145.6,-1214.8,1708.1,18268.1
2018-09-05,92.9,7.29,3122.9,5145.6,-1214.8,1708.1,18268.1
2018-09-06,92.9,7.29,3122.9,5145.6,-1214.8,1708.1,18268.1
2018-09-07,92.9,7.29,3122.9,5145.6,-1214.8,1708.1,18268.1
2018-09-08,92.9,7.29,3122.9,5145.6,-1214.8,1708.1,18268.1
2018-09-09,92.9,7.29,3122.9,5145.6,-1214.8,1708.1,18268.1
2018-09-10,92.9,7.29,3122.9,5145.6,-1214.8,1708.1,18268.1
2018-09-11,92.9,7.29,3122.9,5145.6,-1214.8,1708.1,18268.1
2018-09-12,92.9,7.29,3122.9,5145.6,-1214.8,1708.1,18268.1
2018-09-13,92.9,7.29,3122.9,5145.6,-1214.8,1708.1,18268.1
2018-09-14,92.9,7.29,3122.9,5145.6,-1214.8,1708.1,18268.1
2018-09-15,92.9,7.29,3122.9,5145.6,-1214.8,1708.1,18268.1
2018-09-16,92.9,7.29,3122.9,5145.6,-1214.8,1708.1,18268.1
2018-09-17,92.9,7.29,3122.9,5145.6,-1214.8,1708.1,18268.1
2018-09-18,92.9,7.29,3122.9,5145.6,-1214.8,1708.1,18268.1
2018-09-19,92.9,7.29,3122.9,5145.6,-1214.8,1708.1,18268.1
2018-09-20,92.9,7.29,3122.9,5145.6,-1214.8,1708.1,18268.1
2018-09-21,92.9,7.29,3122.9,5145.6,-1214.8,1708.1,18268.1
2018-09-22,92.9,7.29,3122.9,5145.6,-1214.8,1708.1,18268.1
2018-09-23,92.9,7.29,3122.9,5145.6,-1214.8,1708.1,18268.1
2018-09-24,92.9,7.29,3122.9,5145.6,-1214.8,1708.1,18268.1
2018-09-25,92.9,7.29,3122.9,5145.6,-1214.8,1708.1,18268.1
2018-09-26,92.9,7.29,3122.9,5145.6,-1214.8,1708.1,18268.1
2018-09-27,92.9,7.29,3122.9,5145.6,-1214.8,1708.1,18268.1
2018-09-28,92.9,7.29,3122.9,5145.6,-1214.8,1708.1,18268.1
2018-09-29,92.9,7.29,3122.9,5145.6,-1214.8,1708.1,18268.1
2018-09-30,92.9,7.29,3122.9,5145.6,-1214.8,1708.1,18268.1
2018-10-01,94.1,7.27,3753.1,5555.4,-1213.8,1711.5,18321.6
2018-10-02,94.1,7.27,3753.1,5555.4,-1213.8,1711.5,18321.6
2018-10-03,94.1,7.27,3753.1,5555.4,-1213.8,1711.5,18321.6
2018-10-04,94.1,7.27,3753.1,5555.4,-1213.8,1711.5,18321.6
2018-10-05,94.1,7.27,3753.1,5555.4,-1213.8,1711.5,18321.6
2018-10-06,94.1,7.27,3753.1,5555.4,-1213.8,1711.5,18321.6
2018-10-07,94.1,7.27,3753.1,5555.4,-1213.8,1711.5,18321.6
2018-10-08,94.1,7.27,3753.1,5555.4,-1213.8,1711.5,18321.6
2018-10-09,94.1,7.27,3753.1,5555.4,-1213.8,1711.5,18321.6
2018-10-10,94.1,7.27,3753.1,5555.4,-1213.8,1711.5,18321.6
2018-10-11,94.1,7.27,3753.1,5555.4,-1213.8,1711.5,18321.6
2018-10-12,94.1,7.27,3753.1,5555.4,-1213.8,1711.5,18321.6
2018-10-13,94.1,7.27,3753.1,5555.4,-1213.8,1711.5,18321.6
2018-10-14,94.1,7.27,3753.1,5555.4,-1213.8,1711.5,18321.6
2018-10-15,94.1,7.27,3753.1,5555.4,-1213.8,1711.5,18321.6
2018-10-16,94.1,7.27,3753.1,5555.4,-1213.8,1711.5,18321.6
2018-10-17,94.1,7.27,3753.1,5555.4,-1213.8,1711.5,18321.6
2018-10-18,94.1,7.27,3753.1,5555.4,-1213.8,1711.5,18321.6
2018-10-19,94.1,7.27,3753.1,5555.4,-1213.8,1711.5,18321.6
2018-10-20,94.1,7.27,3753.1,5555.4,-1213.8,1711.5,18321.6
2018-10-21,94.1,7.27,3753.1,5555.4,-1213.8,1711.5,18321.6
2018-10-22,94.1,7.27,3753.1,5555.4,-1213.8,1711.5,18321.6
2018-10-23,94.1,7.27,3753.1,5555.4,-1213.8,1711.5,18321.6
2018-10-24,94.1,7.27,3753.1,5555.4,-1213.8,1711.5,18321.6
2018-10-25,94.1,7.27,3753.1,5555.4,-1213.8,1711.5,18321.6
2018-10-26,94.1,7.27,3753.1,5555.4,-1213.8,1711.5,18321.6
2018-10-27,94.1,7.27,3753.1,5555.4,-1213.8,1711.5,18321.6
2018-10-28,94.1,7.27,3753.1,5555.4,-1213.8,1711.5,18321.6
2018-10-29,94.1,7.27,3753.1,5555.4,-1213.8,1711.5,18321.6
2018-10-30,94.1,7.27,3753.1,5555.4,-1213.8,1711.5,18321.6
2018-10-31,94.1,7.27,3753.1,5555.4,-1213.8,1711.5,18321.6
2018-11-01,88.5,7.25,3888,5232.5,-1212.8,1711.5,18321.6
2018-11-02,88.5,7.25,3888,5232.5,-1212.8,1711.5,18321.6
2018-11-03,88.5,7.25,3888,5232.5,-1212.8,1711.5,18321.6
2018-11-04,88.5,7.25,3888,5232.5,-1212.8,1711.5,18321.6
2018-11-05,88.5,7.25,3888,5232.5,-1212.8,1711.5,18321.6
2018-11-06,88.5,7.25,3888,5232.5,-1212.8,1711.5,18321.6
2018-11-07,88.5,7.25,3888,5232.5,-1212.8,1711.5,18321.6
2018-11-08,88.5,7.25,3888,5232.5,-1212.8,1711.5,18321.6
2018-11-09,88.5,7.25,3888,5232.5,-1212.8,1711.5,18321.6
2018-11-10,88.5,7.25,3888,5232.5,-1212.8,1711.5,18321.6
2018-11-11,88.5,7.25,3888,5232.5,-1212.8,1711.5,18321.6
2018-11-12,88.5,7.25,3888,5232.5,-1212.8,1711.5,18321.6
2018-11-13,88.5,7.25,3888,5232.5,-1212.8,1711.5,18321.6
2018-11-14,88.5,7.25,3888,5232.5,-1212.8,1711.5,18321.6
2018-11-15,88.5,7.25,3888,5232.5,-1212.8,1711.5,18321.6
2018-11-16,88.5,7.25,3888,5232.5,-1212.8,1711.5,18321.6
2018-11-17,88.5,7.25,3888,5232.5,-1212.8,1711.5,18321.6
2018-11-18,88.5,7.25,3888,5232.5,-1212.8,1711.5,18321.6
2018-11-19,88.5,7.25,3888,5232.5,-1212.8,1711.5,18321.6
2018-11-20,88.5,7.25,3888,5232.5,-1212.8,1711.5,18321.6
2018-11-21,88.5,7.25,3888,5232.5,-1212.8,1711.5,18321.6
2018-11-22,88.5,7.25,3888,5232.5,-1212.8,1711.5,18321.6
2018-11-23,88.5,7.25,3888,5232.5,-1212.8,1711.5,18321.6
2018-11-24,88.5,7.25,3888,5232.5,-1212.8,1711.5,18321.6
2018-11-25,88.5,7.25,3888,5232.5,-1212.8,1711.5,18321.6
2018-11-26,88.5,7.25,3888,5232.5,-1212.8,1711.5,18321.6
2018-11-27,88.5,7.25,3888,5232.5,-1212.8,1711.5,18321.6
2018-11-28,88.5,7.25,3888,5232.5,-1212.8,1711.5,18321.6
2018-11-29,88.5,7.25,3888,5232.5,-1212.8,1711.5,18321.6
2018-11-30,88.5,7.25,3888,5232.5,-1212.8,1711.5,18321.6
2018-12-01,91.3,7.24,3863.3,5582.5,-1211.8,1711.5,18321.6
2018-12-02,91.3,7.24,3863.3,5582.5,-1211.8,1711.5,18321.6
2018-12-03,91.3,7.24,3863.3,5582.5,-1211.8,1711.5,18321.6
2018-12-04,91.3,7.24,3863.3,5582.5,-1211.8,1711.5,18321.6
2018-12-05,91.3,7.24,3863.3,5582.5,-1211.8,1711.5,18321.6
2018-12-06,91.3,7.24,3863.3,5582.5,-1211.8,1711.5,18321.6
2018-12-07,91.3,7.24,3863.3,5582.5,-1211.8,1711.5,18321.6
2018-12-08,91.3,7.24,3863.3,5582.5,-1211.8,1711.5,18321.6
2018-12-09,91.3,7.24,3863.3,5582.5,-1211.8,1711.5,18321.6
2018-12-10,91.3,7.24,3863.3,5582.5,-1211.8,1711.5,18321.6
2018-12-11,91.3,7.24,3863.3,5582.5,-1211.8,1711.5,18321.6
2018-12-12,91.3,7.24,3863.3,5582.5,-1211.8,1711.5,18321.6
2018-12-13,91.3,7.24,3863.3,5582.5,-1211.8,1711.5,18321.6
2018-12-14,91.3,7.24,3863.3,5582.5,-1211.8,1711.5,18321.6
2018-12-15,91.3,7.24,3863.3,5582.5,-1211.8,1711.5,18321.6
2018-12-16,91.3,7.24,3863.3,5582.5,-1211.8,1711.5,18321.6
